SalePrice,Id
124267.79,1461
158137.47,1462
172234.97,1463
177909.33,1464
197611.72,1465
177753.47,1466
167655.08,1467
171106.45,1468
193988.7,1469
119171.54,1470
185645.23,1471
102091.39,1472
101708.02,1473
156602.62,1474
140984.5,1475
391181.7,1476
269936.34,1477
311913.5,1478
295201.16,1479
474846.75,1480
325990.94,1481
213122.19,1482
180666.36,1483
179682.14,1484
158685.4,1485
200336.77,1486
344675.12,1487
262646.75,1488
197342.78,1489
187808.66,1490
195610.7,1491
96648.234,1492
173776.12,1493
311993.53,1494
275652.28,1495
213059.8,1496
196163.48,1497
153638.98,1498
153638.98,1499
144657.61,1500
168292.48,1501
144293.17,1502
286799.0,1503
226317.2,1504
215454.33,1505
188528.25,1506
232721.62,1507
211206.88,1508
165853.61,1509
149002.64,1510
149798.25,1511
169353.48,1512
147260.25,1513
136205.55,1514
185473.22,1515
157455.47,1516
141780.28,1517
161508.25,1518
204225.72,1519
138159.55,1520
142943.94,1521
183679.0,1522
126527.95,1523
117350.25,1524
118914.84,1525
125591.805,1526
82286.76,1527
128529.43,1528
153144.11,1529
158704.78,1530
112148.02,1531
84202.63,1532
162913.97,1533
131392.33,1534
144174.19,1535
105700.625,1536
75288.74,1537
161875.25,1538
181523.5,1539
120200.86,1540
153399.9,1541
139858.67,1542
231098.5,1543
75892.125,1544
117495.04,1545
124692.55,1546
128693.414,1547
136312.23,1548
105768.28,1549
138476.67,1550
131195.62,1551
133585.36,1552
118252.82,1553
111320.18,1554
159448.0,1555
106822.53,1556
114332.14,1557
104554.39,1558
106734.14,1559
140731.16,1560
130786.01,1561
123503.85,1562
119934.98,1563
164516.33,1564
145392.84,1565
197514.5,1566
78122.7,1567
198361.5,1568
107602.56,1569
116395.945,1570
124857.71,1571
139146.25,1572
245331.14,1573
147159.31,1574
207107.94,1575
202900.19,1576
197142.27,1577
127903.25,1578
147749.08,1579
198858.89,1580
132283.5,1581
131650.22,1582
323858.1,1583
241279.9,1584
144793.97,1585
65563.13,1586
104755.7,1587
137457.88,1588
112077.03,1589
135763.45,1590
98191.664,1591
117388.08,1592
127306.95,1593
144782.38,1594
125944.31,1595
255261.72,1596
177538.14,1597
182121.03,1598
181203.34,1599
199053.0,1600
51146.832,1601
112887.35,1602
82357.734,1603
254322.81,1604
252582.97,1605
161289.52,1606
232834.84,1607
216249.53,1608
198411.27,1609
146119.42,1610
143678.14,1611
174751.5,1612
169484.67,1613
124210.2,1614
78672.984,1615
78672.984,1616
89460.13,1617
121831.46,1618
132072.11,1619
236535.3,1620
136207.23,1621
135045.86,1622
271745.7,1623
198103.64,1624
130801.84,1625
174965.78,1626
181864.52,1627
268717.56,1628
177857.42,1629
345335.5,1630
215616.72,1631
248289.31,1632
159975.45,1633
179690.53,1634
178655.56,1635
168500.3,1636
178821.6,1637
207764.73,1638
182436.55,1639
248522.42,1640
169772.47,1641
212241.5,1642
241037.28,1643
220837.52,1644
170574.5,1645
154526.67,1646
172310.7,1647
148570.72,1648
128688.26,1649
116217.37,1650
116217.37,1651
102096.164,1652
102534.96,1653
164185.14,1654
164150.38,1655
157475.6,1656
165687.94,1657
157123.06,1658
139554.36,1659
136404.05,1660
505361.8,1661
430148.06,1662
405729.0,1663
512692.4,1664
357771.97,1665
274884.94,1666
346347.03,1667
