SalePrice,Id
138754.06828711677,1461
171227.29518989602,1462
203847.6820116148,1463
213275.56017813116,1464
204580.98592560063,1465
197574.74286256154,1466
191574.27011891542,1467
184840.35210601898,1468
204584.65716156102,1469
132077.20147256437,1470
233991.49388809624,1471
105479.46572046462,1472
106864.2417195319,1473
172220.0906773373,1474
125222.8992515773,1475
385532.6621398851,1476
271543.0709297437,1477
324060.8830939403,1478
302405.7811071476,1479
516383.4988377654,1480
346445.0662997756,1481
236362.67084049733,1482
179980.87404283407,1483
179013.86266147223,1484
195904.54256452562,1485
219767.23009305,1486
382301.92487877276,1487
269975.23090499826,1488
211254.51846702423,1489
254441.8886547925,1490
207121.36296438304,1491
105739.90138606408,1492
226234.93881899558,1493
329026.66089495266,1494
309247.1146407054,1495
255880.59256716492,1496
198543.13409869856,1497
175799.77993301014,1498
177894.9049865315,1499
173591.33762093325,1500
189119.13313599688,1501
159551.65276035856,1502
490343.2310003948,1503
270463.0463282323,1504
249935.15562925284,1505
186492.45333895163,1506
285944.1982236875,1507
201414.05768445687,1508
168186.02742969056,1509
157186.82503307587,1510
156808.53224805195,1511
182416.44235917585,1512
152152.72875164874,1513
205225.34880143387,1514
230818.57331772303,1515
161525.8325417643,1516
173976.28189240303,1517
139929.4575118483,1518
256133.92675606284,1519
144673.91645973254,1520
147653.1242916373,1521
204469.3011585101,1522
113194.90976679193,1523
123855.24660371995,1524
129539.81817908348,1525
132882.52954320208,1526
104847.55106971945,1527
154655.0254253752,1528
147973.57652412337,1529
180541.18334474953,1530
125563.81188412922,1531
108851.88340889831,1532
155389.23336782912,1533
134897.00998287502,1534
181495.13476879953,1535
120130.66917594083,1536
91791.2799265586,1537
188268.4704524037,1538
200659.44190895726,1539
126967.67792408665,1540
173638.73023782545,1541
154280.07324341114,1542
230189.928764624,1543
86335.97413530343,1544
116933.95195835376,1545
145862.2098326462,1546
154995.89892733545,1547
140577.40003297315,1548
121995.78626245749,1549
152281.940684365,1550
140401.3423721952,1551
151092.57068253728,1552
159621.64831879234,1553
115901.45205485854,1554
186735.85632491336,1555
111070.40132008988,1556
123298.08950605761,1557
104683.26877238383,1558
108431.17268036978,1559
156512.2789834293,1560
153442.81158174493,1561
141452.6820159889,1562
133606.77983390162,1563
180813.28039775352,1564
161889.86066468412,1565
242360.15092741844,1566
90300.48643319703,1567
244947.94622774227,1568
132548.152439967,1569
149264.83204537866,1570
135149.28829728975,1571
158699.68283949903,1572
271414.6155870063,1573
139455.15615824406,1574
237258.90323766824,1575
239993.6134942254,1576
206719.4059138263,1577
155349.43043035967,1578
162275.17765247013,1579
222024.40756112977,1580
167467.31661582342,1581
136379.50477865775,1582
365287.68093484605,1583
255697.5092095015,1584
153859.9439896568,1585
79849.80623222259,1586
101514.12089661359,1587
155359.03016626753,1588
118347.46231781624,1589
151465.09280673056,1590
98081.53244837797,1591
148379.14875275025,1592
131458.63194075515,1593
129852.16957727258,1594
137508.92870839397,1595
246273.8447752113,1596
196291.21328370788,1597
211269.61127368888,1598
191023.66320456172,1599
205367.29285849372,1600
65415.01804127259,1601
136049.98000971193,1602
91424.57404571705,1603
295358.0749782912,1604
289142.21902158175,1605
183237.85393694017,1606
182306.89131238277,1607
238680.99973915197,1608
200289.3737433204,1609
161142.01629798504,1610
156729.78777664568,1611
169316.06142445875,1612
182741.16236961517,1613
140064.63308293722,1614
89053.7990514419,1615
83420.10198089744,1616
100122.43127483097,1617
135977.38209915708,1618
149367.4348661924,1619
219360.05566365068,1620
156984.55753305834,1621
148514.2290904494,1622
312507.0325686466,1623
228351.6197118914,1624
139119.07921179367,1625
193209.44306402092,1626
214325.28967674923,1627
294329.5568789046,1628
202860.3081585427,1629
357065.62297215546,1630
235945.16532853647,1631
251940.73296812942,1632
184586.36383749644,1633
211486.9031723116,1634
197558.26468221197,1635
179797.5465922323,1636
222958.8155602149,1637
229255.70719990117,1638
205032.41894862003,1639
282778.412568573,1640
209765.03234580168,1641
244471.36792778457,1642
254517.92307552844,1643
254657.94756551256,1644
244750.82721274652,1645
176712.28402930495,1646
186993.67088265816,1647
130744.70966199604,1648
137623.5412499652,1649
130730.39247349698,1650
136089.64796185633,1651
110014.40602411427,1652
108438.35072791485,1653
172554.7103514797,1654
169807.72107144055,1655
170842.06825465077,1656
173150.19078500793,1657
166682.21686096775,1658
135416.4531621867,1659
168171.37085995034,1660
521315.8555285645,1661
433276.31740949803,1662
418472.60439896386,1663
495810.26099875325,1664
347660.7040752098,1665
361183.98119767546,1666
393310.3197420631,1667
372479.01466126635,1668
324294.73295290855,1669
381212.7963719845,1670
298006.57163030375,1671
491838.7045151737,1672
335526.7912827523,1673
285256.10121236765,1674
214778.3042726987,1675
217308.82502160198,1676
247456.86004358064,1677
466929.9825322315,1678
396413.27909427206,1679
356588.1358728169,1680
281076.78621302627,1681
331821.49428232666,1682
206716.47451736013,1683
199644.5978326326,1684
188705.1245493075,1685
197992.324544666,1686
186543.21614978797,1687
216256.03462675615,1688
221603.76243592417,1689
216019.1125941712,1690
204508.34528901562,1691
290679.83265774505,1692
179547.19755276784,1693
205992.73291958033,1694
181183.75919139272,1695
306982.449181641,1696
184290.58622903816,1697
402109.820846017,1698
362276.70403305383,1699
264727.9000282546,1700
296839.1795012286,1701
276731.48721867584,1702
292704.787977956,1703
340592.70099291264,1704
264203.389123862,1705
451089.3032826254,1706
220701.04711399585,1707
224942.81979130904,1708
325706.6899893326,1709
250832.1129612103,1710
288082.28583281,1711
291767.35162847023,1712
305411.6629282482,1713
238383.03744078215,1714
225064.10826133654,1715
201242.0113986438,1716
189330.04272297595,1717
143839.81907437093,1718
212577.78021806834,1719
276953.415681682,1720
198415.25589717104,1721
139066.5283506629,1722
180982.64274027388,1723
226941.72958117194,1724
267824.57860896306,1725
198019.30919610753,1726
165285.78300298628,1727
210054.99298864437,1728
176414.12476557452,1729
178427.61527242957,1730
134083.9334353503,1731
134660.17518586112,1732
133004.46132661245,1733
140204.41657471895,1734
140553.24496220204,1735
123187.99763812445,1736
298037.8451409001,1737
237079.51192635865,1738
309675.6623579863,1739
229174.63539519647,1740
208224.40097177867,1741
188171.3860393551,1742
195388.23238160432,1743
386002.52939385996,1744
215458.5596535852,1745
223930.0925202423,1746
235288.44939275982,1747
254551.25028795592,1748
168654.21838215465,1749
155900.27981971207,1750
268135.99100311566,1751
128775.67043221263,1752
146698.49836623872,1753
236588.79013734683,1754
182232.4634697596,1755
149481.96006920168,1756
123114.86658562413,1757
149828.25152344612,1758
181573.22846517788,1759
182510.48663303195,1760
176075.1055767226,1761
186270.72851738308,1762
178884.58956778416,1763
117873.86892954378,1764
185145.10046783366,1765
206797.26422256677,1766
249979.8489457888,1767
145717.98061717575,1768
198996.21098187592,1769
161019.74597295435,1770
133500.6748613429,1771
138625.05032110866,1772
141928.8534670344,1773
135550.49535634756,1774
137808.14747266876,1775
146267.5035154251,1776
117275.2510200818,1777
146735.3739879933,1778
127544.04660011182,1779
201767.39518855087,1780
131606.88246632653,1781
87799.10402037812,1782
156012.22933622648,1783
94029.41653689645,1784
115551.57864606832,1785
143618.32872588636,1786
